video_path,D:/New Volume/ann/AIE/SEM 7/Final Year Project/KT Task/Task 1/SH_S5_14_P2.mp4
env,home
signer_id,5
gloss_id,14
position,P2
num_of_frames,110
fps,15.073861923424781
height,720
width,1280
rgb_path,D:/New Volume/ann/AIE/SEM 7/Final Year Project/KT Task/Task 1/SH_S5_14_P2_lowResRGB.avi
pose_path,D:/New Volume/ann/AIE/SEM 7/Final Year Project/KT Task/Task 1/SH_S5_14_P2_poseEstimate.json
